Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023-02-17 11:00:00,Australia,South Australia,AU-SA,243.39,305.35,46.87,46.87,opennem.org.au,false,
2023-02-17 12:00:00,Australia,South Australia,AU-SA,277.59,335.55,46.15,46.15,opennem.org.au,false,
2023-02-17 13:00:00,Australia,South Australia,AU-SA,271.95,330.14,46.5,46.5,opennem.org.au,false,
2023-02-17 14:00:00,Australia,South Australia,AU-SA,293.66,349.76,45.69,45.69,opennem.org.au,false,
2023-02-17 15:00:00,Australia,South Australia,AU-SA,323.08,372.3,47.04,47.04,opennem.org.au,false,
2023-02-17 16:00:00,Australia,South Australia,AU-SA,355.65,404.03,44.56,44.56,opennem.org.au,false,
2023-02-17 17:00:00,Australia,South Australia,AU-SA,377.61,427.27,41.72,41.72,opennem.org.au,false,
2023-02-17 18:00:00,Australia,South Australia,AU-SA,327.65,374.46,48.07,48.07,opennem.org.au,false,
2023-02-17 19:00:00,Australia,South Australia,AU-SA,343.88,394.16,44.63,44.63,opennem.org.au,false,
2023-02-17 20:00:00,Australia,South Australia,AU-SA,254.9,308.07,51.18,51.18,opennem.org.au,false,
2023-02-17 21:00:00,Australia,South Australia,AU-SA,260.26,305.39,58.81,58.81,opennem.org.au,false,
2023-02-17 22:00:00,Australia,South Australia,AU-SA,172.82,219.44,72.88,72.88,opennem.org.au,false,
2023-02-17 23:00:00,Australia,South Australia,AU-SA,52.09,99.36,89.46,89.46,opennem.org.au,false,
2023-02-18 00:00:00,Australia,South Australia,AU-SA,18.06,63.18,95.25,95.25,opennem.org.au,false,
2023-02-18 01:00:00,Australia,South Australia,AU-SA,15.02,58.18,95.94,95.94,opennem.org.au,false,
2023-02-18 02:00:00,Australia,South Australia,AU-SA,15.51,60.26,95.81,95.81,opennem.org.au,false,
2023-02-18 03:00:00,Australia,South Australia,AU-SA,23.15,68.8,94.72,94.72,opennem.org.au,false,
2023-02-18 04:00:00,Australia,South Australia,AU-SA,19.58,63.67,95.2,95.2,opennem.org.au,false,
2023-02-18 05:00:00,Australia,South Australia,AU-SA,30.41,73.67,93.84,93.84,opennem.org.au,false,
2023-02-18 06:00:00,Australia,South Australia,AU-SA,19.05,57.66,95.3,95.3,opennem.org.au,false,
2023-02-18 07:00:00,Australia,South Australia,AU-SA,55.86,98.18,87.48,87.48,opennem.org.au,false,
2023-02-18 08:00:00,Australia,South Australia,AU-SA,191.03,245.67,62.81,62.81,opennem.org.au,false,
2023-02-18 09:00:00,Australia,South Australia,AU-SA,235.43,288.77,54.43,54.43,opennem.org.au,false,
2023-02-18 10:00:00,Australia,South Australia,AU-SA,200.13,248.62,59.11,59.11,opennem.org.au,false,
2023-02-18 11:00:00,Australia,South Australia,AU-SA,223.78,272.53,56.72,56.72,opennem.org.au,false,
2023-02-18 12:00:00,Australia,South Australia,AU-SA,226.6,279.01,54.19,54.19,opennem.org.au,false,
2023-02-18 13:00:00,Australia,South Australia,AU-SA,234.17,285.95,53.89,53.89,opennem.org.au,false,
2023-02-18 14:00:00,Australia,South Australia,AU-SA,257.02,307.41,52.67,52.67,opennem.org.au,false,
2023-02-18 15:00:00,Australia,South Australia,AU-SA,286.6,339.47,48.34,48.34,opennem.org.au,false,
2023-02-18 16:00:00,Australia,South Australia,AU-SA,286.35,340.37,47.62,47.62,opennem.org.au,false,
2023-02-18 17:00:00,Australia,South Australia,AU-SA,246.62,298.88,52.32,52.32,opennem.org.au,false,
2023-02-18 18:00:00,Australia,South Australia,AU-SA,250.8,303.49,51.65,51.65,opennem.org.au,false,
2023-02-18 19:00:00,Australia,South Australia,AU-SA,244.73,298.75,51.44,51.44,opennem.org.au,false,
2023-02-18 20:00:00,Australia,South Australia,AU-SA,253.13,307.77,50.43,50.43,opennem.org.au,false,
2023-02-18 21:00:00,Australia,South Australia,AU-SA,218.6,266.94,61.1,61.1,opennem.org.au,false,
2023-02-18 22:00:00,Australia,South Australia,AU-SA,119.64,163.05,80.96,80.96,opennem.org.au,false,
2023-02-18 23:00:00,Australia,South Australia,AU-SA,53.61,99.72,89.97,89.97,opennem.org.au,false,
2023-02-19 00:00:00,Australia,South Australia,AU-SA,36.18,83.62,92.53,92.53,opennem.org.au,false,
2023-02-19 01:00:00,Australia,South Australia,AU-SA,27.65,75.77,93.89,93.89,opennem.org.au,false,
2023-02-19 02:00:00,Australia,South Australia,AU-SA,22.85,70.51,94.63,94.63,opennem.org.au,false,
2023-02-19 03:00:00,Australia,South Australia,AU-SA,16.33,61.81,95.61,95.61,opennem.org.au,false,
2023-02-19 04:00:00,Australia,South Australia,AU-SA,15.49,59.65,95.82,95.82,opennem.org.au,false,
2023-02-19 05:00:00,Australia,South Australia,AU-SA,14.36,56.27,96.13,96.13,opennem.org.au,false,
2023-02-19 06:00:00,Australia,South Australia,AU-SA,20.75,61.69,94.44,94.44,opennem.org.au,false,
2023-02-19 07:00:00,Australia,South Australia,AU-SA,82.53,129.17,81.97,81.97,opennem.org.au,false,
2023-02-19 08:00:00,Australia,South Australia,AU-SA,178.98,233.05,63.68,63.68,opennem.org.au,false,
2023-02-19 09:00:00,Australia,South Australia,AU-SA,228.08,278.98,56.34,56.34,opennem.org.au,false,
2023-02-19 10:00:00,Australia,South Australia,AU-SA,214.27,261.08,58.81,58.81,opennem.org.au,false,
2023-02-19 11:00:00,Australia,South Australia,AU-SA,228.69,276.07,57.03,57.03,opennem.org.au,false,
2023-02-19 12:00:00,Australia,South Australia,AU-SA,206.53,250.82,60.89,60.89,opennem.org.au,false,
2023-02-19 13:00:00,Australia,South Australia,AU-SA,163.44,205.45,66.19,66.19,opennem.org.au,false,
2023-02-19 14:00:00,Australia,South Australia,AU-SA,208.58,252.64,60.78,60.78,opennem.org.au,false,
2023-02-19 15:00:00,Australia,South Australia,AU-SA,197.36,242.06,61.39,61.39,opennem.org.au,false,
2023-02-19 16:00:00,Australia,South Australia,AU-SA,158.36,201.16,66.15,66.15,opennem.org.au,false,
2023-02-19 17:00:00,Australia,South Australia,AU-SA,144.36,187.31,67.41,67.41,opennem.org.au,false,
2023-02-19 18:00:00,Australia,South Australia,AU-SA,141.49,184.38,67.67,67.67,opennem.org.au,false,
2023-02-19 19:00:00,Australia,South Australia,AU-SA,157.77,204.53,63.91,63.91,opennem.org.au,false,
2023-02-19 20:00:00,Australia,South Australia,AU-SA,187.23,236.23,60.08,60.08,opennem.org.au,false,
2023-02-19 21:00:00,Australia,South Australia,AU-SA,152.48,200.55,66.35,66.35,opennem.org.au,false,
2023-02-19 22:00:00,Australia,South Australia,AU-SA,79.01,125.07,79.27,79.27,opennem.org.au,false,
2023-02-19 23:00:00,Australia,South Australia,AU-SA,66.64,107.52,89.3,89.3,opennem.org.au,false,
2023-02-20 00:00:00,Australia,South Australia,AU-SA,48.83,92.66,91.16,91.16,opennem.org.au,false,
2023-02-20 01:00:00,Australia,South Australia,AU-SA,35.69,79.72,93.08,93.08,opennem.org.au,false,
2023-02-20 02:00:00,Australia,South Australia,AU-SA,38.55,83.52,92.67,92.67,opennem.org.au,false,
2023-02-20 03:00:00,Australia,South Australia,AU-SA,52.98,99.09,90.46,90.46,opennem.org.au,false,
2023-02-20 04:00:00,Australia,South Australia,AU-SA,50.08,95.29,89.87,89.87,opennem.org.au,false,
2023-02-20 05:00:00,Australia,South Australia,AU-SA,46.94,91.44,88.27,88.27,opennem.org.au,false,
2023-02-20 06:00:00,Australia,South Australia,AU-SA,66.11,111.7,83.96,83.96,opennem.org.au,false,
2023-02-20 07:00:00,Australia,South Australia,AU-SA,115.76,162.22,76.4,76.4,opennem.org.au,false,
2023-02-20 08:00:00,Australia,South Australia,AU-SA,160.4,208.97,66.94,66.94,opennem.org.au,false,
2023-02-20 09:00:00,Australia,South Australia,AU-SA,181.37,225.49,64.57,64.57,opennem.org.au,false,
2023-02-20 10:00:00,Australia,South Australia,AU-SA,180.43,220.47,66.03,66.03,opennem.org.au,false,
2023-02-20 11:00:00,Australia,South Australia,AU-SA,111.3,146.75,74.99,74.99,opennem.org.au,false,
2023-02-20 12:00:00,Australia,South Australia,AU-SA,77.18,110.91,79.14,79.14,opennem.org.au,false,
2023-02-20 13:00:00,Australia,South Australia,AU-SA,63.32,92.98,82.89,82.89,opennem.org.au,false,
2023-02-20 14:00:00,Australia,South Australia,AU-SA,18.88,35.13,95.09,95.09,opennem.org.au,false,
2023-02-20 15:00:00,Australia,South Australia,AU-SA,18.21,34.54,95.11,95.11,opennem.org.au,false,
2023-02-20 16:00:00,Australia,South Australia,AU-SA,17.51,33.66,95.28,95.28,opennem.org.au,false,
2023-02-20 17:00:00,Australia,South Australia,AU-SA,17.93,34.22,95.15,95.15,opennem.org.au,false,
2023-02-20 18:00:00,Australia,South Australia,AU-SA,18.75,35.27,94.93,94.93,opennem.org.au,false,
2023-02-20 19:00:00,Australia,South Australia,AU-SA,28.32,45.59,93.65,93.65,opennem.org.au,false,
2023-02-20 20:00:00,Australia,South Australia,AU-SA,57.61,76.09,90.43,90.43,opennem.org.au,false,
2023-02-20 21:00:00,Australia,South Australia,AU-SA,35.54,56.45,92.87,92.87,opennem.org.au,false,
2023-02-20 22:00:00,Australia,South Australia,AU-SA,16.23,42.34,95.67,95.67,opennem.org.au,false,
2023-02-20 23:00:00,Australia,South Australia,AU-SA,12.91,42.95,96.51,96.51,opennem.org.au,false,
2023-02-21 00:00:00,Australia,South Australia,AU-SA,12.99,47.66,96.49,96.49,opennem.org.au,false,
2023-02-21 01:00:00,Australia,South Australia,AU-SA,17.06,54.74,96.07,96.07,opennem.org.au,false,
2023-02-21 02:00:00,Australia,South Australia,AU-SA,39.64,79.98,93.15,93.15,opennem.org.au,false,
2023-02-21 03:00:00,Australia,South Australia,AU-SA,52.61,93.49,91.52,91.52,opennem.org.au,false,
2023-02-21 04:00:00,Australia,South Australia,AU-SA,48.71,87.05,92.11,92.11,opennem.org.au,false,
2023-02-21 05:00:00,Australia,South Australia,AU-SA,65.91,102.76,89.99,89.99,opennem.org.au,false,
2023-02-21 06:00:00,Australia,South Australia,AU-SA,60.36,96.43,88.6,88.6,opennem.org.au,false,
2023-02-21 07:00:00,Australia,South Australia,AU-SA,80.79,118.55,83.0,83.0,opennem.org.au,false,
2023-02-21 08:00:00,Australia,South Australia,AU-SA,135.07,173.42,74.69,74.69,opennem.org.au,false,
2023-02-21 09:00:00,Australia,South Australia,AU-SA,162.66,200.39,69.6,69.6,opennem.org.au,false,
2023-02-21 10:00:00,Australia,South Australia,AU-SA,128.72,163.44,73.89,73.89,opennem.org.au,false,
2023-02-21 11:00:00,Australia,South Australia,AU-SA,66.19,95.19,83.02,83.02,opennem.org.au,false,
2023-02-21 12:00:00,Australia,South Australia,AU-SA,60.44,89.24,83.67,83.67,opennem.org.au,false,
2023-02-21 13:00:00,Australia,South Australia,AU-SA,68.88,100.17,81.38,81.38,opennem.org.au,false,
2023-02-21 14:00:00,Australia,South Australia,AU-SA,32.26,52.76,91.28,91.28,opennem.org.au,false,
2023-02-21 15:00:00,Australia,South Australia,AU-SA,17.25,33.33,95.34,95.34,opennem.org.au,false,
2023-02-21 16:00:00,Australia,South Australia,AU-SA,17.32,33.42,95.32,95.32,opennem.org.au,false,
2023-02-21 17:00:00,Australia,South Australia,AU-SA,18.68,35.19,94.95,94.95,opennem.org.au,false,
2023-02-21 18:00:00,Australia,South Australia,AU-SA,27.1,44.34,93.73,93.73,opennem.org.au,false,
2023-02-21 19:00:00,Australia,South Australia,AU-SA,27.45,44.59,93.76,93.76,opennem.org.au,false,
2023-02-21 20:00:00,Australia,South Australia,AU-SA,79.39,104.02,84.8,84.8,opennem.org.au,false,
2023-02-21 21:00:00,Australia,South Australia,AU-SA,106.41,139.11,78.45,78.45,opennem.org.au,false,
2023-02-21 22:00:00,Australia,South Australia,AU-SA,54.89,90.63,85.78,85.78,opennem.org.au,false,
2023-02-21 23:00:00,Australia,South Australia,AU-SA,42.12,80.89,88.62,88.62,opennem.org.au,false,
2023-02-22 00:00:00,Australia,South Australia,AU-SA,33.07,74.36,91.06,91.06,opennem.org.au,false,
2023-02-22 01:00:00,Australia,South Australia,AU-SA,66.64,118.72,83.16,83.16,opennem.org.au,false,
2023-02-22 02:00:00,Australia,South Australia,AU-SA,113.65,172.88,74.69,74.69,opennem.org.au,false,
2023-02-22 03:00:00,Australia,South Australia,AU-SA,142.81,208.12,67.18,67.18,opennem.org.au,false,
2023-02-22 04:00:00,Australia,South Australia,AU-SA,165.25,234.04,61.88,61.88,opennem.org.au,false,
2023-02-22 05:00:00,Australia,South Australia,AU-SA,181.24,248.75,60.39,60.39,opennem.org.au,false,
2023-02-22 06:00:00,Australia,South Australia,AU-SA,215.45,287.73,52.23,52.23,opennem.org.au,false,
2023-02-22 07:00:00,Australia,South Australia,AU-SA,229.21,300.6,49.55,49.55,opennem.org.au,false,
2023-02-22 08:00:00,Australia,South Australia,AU-SA,250.47,319.93,45.09,45.09,opennem.org.au,false,
2023-02-22 09:00:00,Australia,South Australia,AU-SA,235.6,296.61,49.0,49.0,opennem.org.au,false,
2023-02-22 10:00:00,Australia,South Australia,AU-SA,213.68,265.46,55.94,55.94,opennem.org.au,false,
2023-02-22 11:00:00,Australia,South Australia,AU-SA,181.88,222.34,65.58,65.58,opennem.org.au,false,
2023-02-22 12:00:00,Australia,South Australia,AU-SA,118.29,154.92,73.62,73.62,opennem.org.au,false,
2023-02-22 13:00:00,Australia,South Australia,AU-SA,95.11,131.71,75.76,75.76,opennem.org.au,false,
2023-02-22 14:00:00,Australia,South Australia,AU-SA,84.38,113.86,81.04,81.04,opennem.org.au,false,
2023-02-22 15:00:00,Australia,South Australia,AU-SA,84.96,113.88,81.32,81.32,opennem.org.au,false,
2023-02-22 16:00:00,Australia,South Australia,AU-SA,72.77,99.97,83.49,83.49,opennem.org.au,false,
2023-02-22 17:00:00,Australia,South Australia,AU-SA,50.34,76.04,86.47,86.47,opennem.org.au,false,
2023-02-22 18:00:00,Australia,South Australia,AU-SA,51.16,77.16,86.22,86.22,opennem.org.au,false,
2023-02-22 19:00:00,Australia,South Australia,AU-SA,58.23,86.13,84.41,84.41,opennem.org.au,false,
2023-02-22 20:00:00,Australia,South Australia,AU-SA,98.96,128.5,80.07,80.07,opennem.org.au,false,
2023-02-22 21:00:00,Australia,South Australia,AU-SA,151.6,187.91,72.83,72.83,opennem.org.au,false,
2023-02-22 22:00:00,Australia,South Australia,AU-SA,101.98,139.82,80.58,80.58,opennem.org.au,false,
2023-02-22 23:00:00,Australia,South Australia,AU-SA,65.13,103.27,87.07,87.07,opennem.org.au,false,
2023-02-23 00:00:00,Australia,South Australia,AU-SA,62.32,104.77,86.4,86.4,opennem.org.au,false,
2023-02-23 01:00:00,Australia,South Australia,AU-SA,64.69,111.57,84.26,84.26,opennem.org.au,false,
2023-02-23 02:00:00,Australia,South Australia,AU-SA,87.9,139.78,79.55,79.55,opennem.org.au,false,
2023-02-23 03:00:00,Australia,South Australia,AU-SA,132.04,196.08,67.53,67.53,opennem.org.au,false,
2023-02-23 04:00:00,Australia,South Australia,AU-SA,151.72,219.84,62.91,62.91,opennem.org.au,false,
2023-02-23 05:00:00,Australia,South Australia,AU-SA,183.92,255.93,56.42,56.42,opennem.org.au,false,
2023-02-23 06:00:00,Australia,South Australia,AU-SA,219.68,296.88,48.2,48.2,opennem.org.au,false,
2023-02-23 07:00:00,Australia,South Australia,AU-SA,250.21,331.39,42.33,42.33,opennem.org.au,false,
2023-02-23 08:00:00,Australia,South Australia,AU-SA,294.15,384.59,31.09,31.09,opennem.org.au,false,
2023-02-23 09:00:00,Australia,South Australia,AU-SA,314.57,405.81,26.64,26.64,opennem.org.au,false,
2023-02-23 10:00:00,Australia,South Australia,AU-SA,285.32,359.1,36.14,36.14,opennem.org.au,false,
2023-02-23 11:00:00,Australia,South Australia,AU-SA,209.61,260.99,56.57,56.57,opennem.org.au,false,
2023-02-23 12:00:00,Australia,South Australia,AU-SA,130.03,172.08,69.33,69.33,opennem.org.au,false,
2023-02-23 13:00:00,Australia,South Australia,AU-SA,72.63,103.57,81.28,81.28,opennem.org.au,false,
2023-02-23 14:00:00,Australia,South Australia,AU-SA,57.06,75.8,90.07,90.07,opennem.org.au,false,
2023-02-23 15:00:00,Australia,South Australia,AU-SA,32.98,49.42,93.67,93.67,opennem.org.au,false,
2023-02-23 16:00:00,Australia,South Australia,AU-SA,18.39,33.95,95.55,95.55,opennem.org.au,false,
2023-02-23 17:00:00,Australia,South Australia,AU-SA,15.44,30.9,95.88,95.88,opennem.org.au,false,
2023-02-23 18:00:00,Australia,South Australia,AU-SA,16.07,31.46,95.93,95.93,opennem.org.au,false,
2023-02-23 19:00:00,Australia,South Australia,AU-SA,16.28,31.61,95.96,95.96,opennem.org.au,false,
2023-02-23 20:00:00,Australia,South Australia,AU-SA,30.33,45.91,94.82,94.82,opennem.org.au,false,
2023-02-23 21:00:00,Australia,South Australia,AU-SA,47.53,67.25,91.95,91.95,opennem.org.au,false,
2023-02-23 22:00:00,Australia,South Australia,AU-SA,26.45,51.01,94.82,94.82,opennem.org.au,false,
2023-02-23 23:00:00,Australia,South Australia,AU-SA,17.55,44.06,96.22,96.22,opennem.org.au,false,
2023-02-24 00:00:00,Australia,South Australia,AU-SA,13.0,41.12,96.73,96.73,opennem.org.au,false,
2023-02-24 01:00:00,Australia,South Australia,AU-SA,24.63,55.28,94.82,94.82,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-02-24 02:00:00,Australia,South Australia,AU-SA,32.85,65.42,93.51,93.51,opennem.org.au,false,
2023-02-24 03:00:00,Australia,South Australia,AU-SA,59.6,97.36,88.11,88.11,opennem.org.au,false,
2023-02-24 04:00:00,Australia,South Australia,AU-SA,83.45,126.41,81.9,81.9,opennem.org.au,false,
2023-02-24 05:00:00,Australia,South Australia,AU-SA,94.69,140.2,79.08,79.08,opennem.org.au,false,
2023-02-24 06:00:00,Australia,South Australia,AU-SA,123.51,171.58,73.22,73.22,opennem.org.au,false,
2023-02-24 07:00:00,Australia,South Australia,AU-SA,132.98,182.93,69.19,69.19,opennem.org.au,false,
2023-02-24 08:00:00,Australia,South Australia,AU-SA,124.33,171.47,68.89,68.89,opennem.org.au,false,
2023-02-24 09:00:00,Australia,South Australia,AU-SA,135.7,184.95,64.85,64.85,opennem.org.au,false,
2023-02-24 10:00:00,Australia,South Australia,AU-SA,185.13,242.2,55.24,55.24,opennem.org.au,false,
2023-02-24 11:00:00,Australia,South Australia,AU-SA,190.13,238.59,59.92,59.92,opennem.org.au,false,
2023-02-24 12:00:00,Australia,South Australia,AU-SA,196.48,242.35,60.91,60.91,opennem.org.au,false,
2023-02-24 13:00:00,Australia,South Australia,AU-SA,215.05,260.68,59.36,59.36,opennem.org.au,false,
2023-02-24 14:00:00,Australia,South Australia,AU-SA,232.75,279.69,56.92,56.92,opennem.org.au,false,
2023-02-24 15:00:00,Australia,South Australia,AU-SA,251.68,299.99,54.2,54.2,opennem.org.au,false,
2023-02-24 16:00:00,Australia,South Australia,AU-SA,265.38,309.24,55.59,55.59,opennem.org.au,false,
2023-02-24 17:00:00,Australia,South Australia,AU-SA,268.95,310.47,56.72,56.72,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-02-24 18:00:00,Australia,South Australia,AU-SA,287.06,330.6,53.93,53.93,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-02-24 19:00:00,Australia,South Australia,AU-SA,302.15,348.79,50.89,50.89,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-02-24 20:00:00,Australia,South Australia,AU-SA,310.15,359.28,48.99,48.99,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-02-24 21:00:00,Australia,South Australia,AU-SA,306.9,358.94,49.51,49.51,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-02-24 22:00:00,Australia,South Australia,AU-SA,299.24,353.65,49.86,49.86,Electricity Maps Estimation; opennem.org.au,false,
2023-02-24 23:00:00,Australia,South Australia,AU-SA,283.4,341.05,50.49,50.49,opennem.org.au,false,
2023-02-25 00:00:00,Australia,South Australia,AU-SA,187.03,244.32,61.66,61.66,opennem.org.au,false,
2023-02-25 01:00:00,Australia,South Australia,AU-SA,76.24,124.5,80.05,80.05,opennem.org.au,false,
2023-02-25 02:00:00,Australia,South Australia,AU-SA,49.9,92.46,86.51,86.51,opennem.org.au,false,
2023-02-25 03:00:00,Australia,South Australia,AU-SA,45.11,87.52,87.81,87.81,opennem.org.au,false,
2023-02-25 04:00:00,Australia,South Australia,AU-SA,36.53,77.52,90.13,90.13,opennem.org.au,false,
2023-02-25 05:00:00,Australia,South Australia,AU-SA,41.52,84.07,88.8,88.8,opennem.org.au,false,
2023-02-25 06:00:00,Australia,South Australia,AU-SA,60.78,106.84,83.65,83.65,opennem.org.au,false,
2023-02-25 07:00:00,Australia,South Australia,AU-SA,75.7,122.03,79.66,79.66,opennem.org.au,false,
2023-02-25 08:00:00,Australia,South Australia,AU-SA,135.97,187.97,67.8,67.8,opennem.org.au,false,
2023-02-25 09:00:00,Australia,South Australia,AU-SA,197.17,248.77,58.62,58.62,opennem.org.au,false,
2023-02-25 10:00:00,Australia,South Australia,AU-SA,224.48,277.72,54.08,54.08,opennem.org.au,false,
2023-02-25 11:00:00,Australia,South Australia,AU-SA,248.73,303.03,51.07,51.07,opennem.org.au,false,
2023-02-25 12:00:00,Australia,South Australia,AU-SA,230.03,284.52,52.68,52.68,opennem.org.au,false,
2023-02-25 13:00:00,Australia,South Australia,AU-SA,207.19,260.62,55.33,55.33,opennem.org.au,false,
2023-02-25 14:00:00,Australia,South Australia,AU-SA,185.36,229.37,63.02,63.02,opennem.org.au,false,
2023-02-25 15:00:00,Australia,South Australia,AU-SA,186.41,223.5,67.06,67.06,opennem.org.au,false,
