Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023-02-07 02:00:00,Australia,South Australia,AU-SA,13.47,57.09,96.36,96.36,opennem.org.au,false,
2023-02-07 03:00:00,Australia,South Australia,AU-SA,13.54,56.96,96.34,96.34,opennem.org.au,false,
2023-02-07 04:00:00,Australia,South Australia,AU-SA,15.7,59.02,96.05,96.05,opennem.org.au,false,
2023-02-07 05:00:00,Australia,South Australia,AU-SA,15.46,56.99,95.98,95.98,opennem.org.au,false,
2023-02-07 06:00:00,Australia,South Australia,AU-SA,39.33,84.8,89.37,89.37,opennem.org.au,false,
2023-02-07 07:00:00,Australia,South Australia,AU-SA,71.51,120.15,81.14,81.14,opennem.org.au,false,
2023-02-07 08:00:00,Australia,South Australia,AU-SA,99.39,144.91,76.23,76.23,opennem.org.au,false,
2023-02-07 09:00:00,Australia,South Australia,AU-SA,137.34,180.95,69.41,69.41,opennem.org.au,false,
2023-02-07 10:00:00,Australia,South Australia,AU-SA,129.01,169.0,70.78,70.78,opennem.org.au,false,
2023-02-07 11:00:00,Australia,South Australia,AU-SA,120.65,161.61,70.9,70.9,opennem.org.au,false,
2023-02-07 12:00:00,Australia,South Australia,AU-SA,96.05,135.27,74.1,74.1,opennem.org.au,false,
2023-02-07 13:00:00,Australia,South Australia,AU-SA,102.09,143.13,72.44,72.44,opennem.org.au,false,
2023-02-07 14:00:00,Australia,South Australia,AU-SA,76.55,108.01,80.57,80.57,opennem.org.au,false,
2023-02-07 15:00:00,Australia,South Australia,AU-SA,33.24,51.24,92.7,92.7,opennem.org.au,false,
2023-02-07 16:00:00,Australia,South Australia,AU-SA,20.12,37.05,94.56,94.56,opennem.org.au,false,
2023-02-07 17:00:00,Australia,South Australia,AU-SA,20.43,37.45,94.48,94.48,opennem.org.au,false,
2023-02-07 18:00:00,Australia,South Australia,AU-SA,22.05,39.36,94.18,94.18,opennem.org.au,false,
2023-02-07 19:00:00,Australia,South Australia,AU-SA,49.08,68.11,90.75,90.75,opennem.org.au,false,
2023-02-07 20:00:00,Australia,South Australia,AU-SA,119.11,142.42,82.12,82.12,opennem.org.au,false,
2023-02-07 21:00:00,Australia,South Australia,AU-SA,127.47,157.36,80.52,80.52,opennem.org.au,false,
2023-02-07 22:00:00,Australia,South Australia,AU-SA,59.35,94.24,89.53,89.53,opennem.org.au,false,
2023-02-07 23:00:00,Australia,South Australia,AU-SA,34.03,76.65,91.09,91.09,opennem.org.au,false,
2023-02-08 00:00:00,Australia,South Australia,AU-SA,36.58,84.7,90.11,90.11,opennem.org.au,false,
2023-02-08 01:00:00,Australia,South Australia,AU-SA,28.98,76.24,93.1,93.1,opennem.org.au,false,
2023-02-08 02:00:00,Australia,South Australia,AU-SA,22.36,68.13,94.91,94.91,opennem.org.au,false,
2023-02-08 03:00:00,Australia,South Australia,AU-SA,32.7,78.31,93.08,93.08,opennem.org.au,false,
2023-02-08 04:00:00,Australia,South Australia,AU-SA,65.71,113.27,86.71,86.71,opennem.org.au,false,
2023-02-08 05:00:00,Australia,South Australia,AU-SA,91.49,142.48,79.24,79.24,opennem.org.au,false,
2023-02-08 06:00:00,Australia,South Australia,AU-SA,57.18,104.23,84.55,84.55,opennem.org.au,false,
2023-02-08 07:00:00,Australia,South Australia,AU-SA,86.59,133.89,79.86,79.86,opennem.org.au,false,
2023-02-08 08:00:00,Australia,South Australia,AU-SA,145.22,192.25,70.52,70.52,opennem.org.au,false,
2023-02-08 09:00:00,Australia,South Australia,AU-SA,201.79,248.62,61.59,61.59,opennem.org.au,false,
2023-02-08 10:00:00,Australia,South Australia,AU-SA,207.94,251.13,61.76,61.76,opennem.org.au,false,
2023-02-08 11:00:00,Australia,South Australia,AU-SA,144.52,182.45,70.5,70.5,opennem.org.au,false,
2023-02-08 12:00:00,Australia,South Australia,AU-SA,110.08,146.75,74.35,74.35,opennem.org.au,false,
2023-02-08 13:00:00,Australia,South Australia,AU-SA,111.57,148.95,73.78,73.78,opennem.org.au,false,
2023-02-08 14:00:00,Australia,South Australia,AU-SA,125.22,159.7,74.28,74.28,opennem.org.au,false,
2023-02-08 15:00:00,Australia,South Australia,AU-SA,142.97,178.5,72.01,72.01,opennem.org.au,false,
2023-02-08 16:00:00,Australia,South Australia,AU-SA,171.11,209.25,67.82,67.82,opennem.org.au,false,
2023-02-08 17:00:00,Australia,South Australia,AU-SA,183.34,222.79,65.9,65.9,opennem.org.au,false,
2023-02-08 18:00:00,Australia,South Australia,AU-SA,209.84,256.84,59.03,59.03,opennem.org.au,false,
2023-02-08 19:00:00,Australia,South Australia,AU-SA,225.05,275.77,55.54,55.54,opennem.org.au,false,
2023-02-08 20:00:00,Australia,South Australia,AU-SA,230.29,286.32,52.39,52.39,opennem.org.au,false,
2023-02-08 21:00:00,Australia,South Australia,AU-SA,213.82,269.79,56.84,56.84,opennem.org.au,false,
2023-02-08 22:00:00,Australia,South Australia,AU-SA,140.1,195.99,69.4,69.4,opennem.org.au,false,
2023-02-08 23:00:00,Australia,South Australia,AU-SA,99.76,156.46,76.69,76.69,opennem.org.au,false,
2023-02-09 00:00:00,Australia,South Australia,AU-SA,66.68,122.29,82.24,82.24,opennem.org.au,false,
2023-02-09 01:00:00,Australia,South Australia,AU-SA,55.35,108.66,85.04,85.04,opennem.org.au,false,
2023-02-09 02:00:00,Australia,South Australia,AU-SA,51.6,103.98,86.09,86.09,opennem.org.au,false,
2023-02-09 03:00:00,Australia,South Australia,AU-SA,57.83,111.18,84.86,84.86,opennem.org.au,false,
2023-02-09 04:00:00,Australia,South Australia,AU-SA,73.34,127.2,82.61,82.61,opennem.org.au,false,
2023-02-09 05:00:00,Australia,South Australia,AU-SA,104.87,160.67,77.39,77.39,opennem.org.au,false,
2023-02-09 06:00:00,Australia,South Australia,AU-SA,152.52,215.62,66.4,66.4,opennem.org.au,false,
2023-02-09 07:00:00,Australia,South Australia,AU-SA,211.39,280.79,54.76,54.76,opennem.org.au,false,
2023-02-09 08:00:00,Australia,South Australia,AU-SA,277.23,357.04,40.34,40.34,opennem.org.au,false,
2023-02-09 09:00:00,Australia,South Australia,AU-SA,332.99,425.16,26.49,26.49,opennem.org.au,false,
2023-02-09 10:00:00,Australia,South Australia,AU-SA,323.64,403.28,29.93,29.93,opennem.org.au,false,
2023-02-09 11:00:00,Australia,South Australia,AU-SA,296.07,360.71,40.84,40.84,opennem.org.au,false,
2023-02-09 12:00:00,Australia,South Australia,AU-SA,301.78,357.7,45.75,45.75,opennem.org.au,false,
2023-02-09 13:00:00,Australia,South Australia,AU-SA,332.24,391.75,40.76,40.76,opennem.org.au,false,
2023-02-09 14:00:00,Australia,South Australia,AU-SA,357.61,418.93,37.16,37.16,opennem.org.au,false,
2023-02-09 15:00:00,Australia,South Australia,AU-SA,329.56,386.34,42.25,42.25,opennem.org.au,false,
2023-02-09 16:00:00,Australia,South Australia,AU-SA,267.21,318.12,51.34,51.34,opennem.org.au,false,
2023-02-09 17:00:00,Australia,South Australia,AU-SA,266.13,317.78,51.0,51.0,opennem.org.au,false,
2023-02-09 18:00:00,Australia,South Australia,AU-SA,239.92,291.94,53.19,53.19,opennem.org.au,false,
2023-02-09 19:00:00,Australia,South Australia,AU-SA,310.52,369.48,42.94,42.94,opennem.org.au,false,
2023-02-09 20:00:00,Australia,South Australia,AU-SA,321.7,384.97,39.5,39.5,opennem.org.au,false,
2023-02-09 21:00:00,Australia,South Australia,AU-SA,314.03,376.79,42.42,42.42,opennem.org.au,false,
2023-02-09 22:00:00,Australia,South Australia,AU-SA,254.61,318.13,51.21,51.21,opennem.org.au,false,
2023-02-09 23:00:00,Australia,South Australia,AU-SA,151.15,201.08,73.42,73.42,opennem.org.au,false,
2023-02-10 00:00:00,Australia,South Australia,AU-SA,50.97,94.79,89.89,89.89,opennem.org.au,false,
2023-02-10 01:00:00,Australia,South Australia,AU-SA,14.34,54.41,96.13,96.13,opennem.org.au,false,
2023-02-10 02:00:00,Australia,South Australia,AU-SA,13.38,52.8,96.38,96.38,opennem.org.au,false,
2023-02-10 03:00:00,Australia,South Australia,AU-SA,12.64,52.69,96.58,96.58,opennem.org.au,false,
2023-02-10 04:00:00,Australia,South Australia,AU-SA,13.82,53.11,96.45,96.45,opennem.org.au,false,
2023-02-10 05:00:00,Australia,South Australia,AU-SA,12.61,49.46,96.88,96.88,opennem.org.au,false,
2023-02-10 06:00:00,Australia,South Australia,AU-SA,32.16,73.94,91.31,91.31,opennem.org.au,false,
2023-02-10 07:00:00,Australia,South Australia,AU-SA,66.34,114.03,82.17,82.17,opennem.org.au,false,
2023-02-10 08:00:00,Australia,South Australia,AU-SA,104.2,151.63,74.92,74.92,opennem.org.au,false,
2023-02-10 09:00:00,Australia,South Australia,AU-SA,211.16,264.65,56.98,56.98,opennem.org.au,false,
2023-02-10 10:00:00,Australia,South Australia,AU-SA,236.31,288.17,54.05,54.05,opennem.org.au,false,
2023-02-10 11:00:00,Australia,South Australia,AU-SA,194.57,241.1,60.81,60.81,opennem.org.au,false,
2023-02-10 12:00:00,Australia,South Australia,AU-SA,188.46,234.56,61.53,61.53,opennem.org.au,false,
2023-02-10 13:00:00,Australia,South Australia,AU-SA,184.66,232.27,60.97,60.97,opennem.org.au,false,
2023-02-10 14:00:00,Australia,South Australia,AU-SA,206.93,255.12,58.6,58.6,opennem.org.au,false,
2023-02-10 15:00:00,Australia,South Australia,AU-SA,193.48,241.18,60.06,60.06,opennem.org.au,false,
2023-02-10 16:00:00,Australia,South Australia,AU-SA,136.11,180.92,67.03,67.03,opennem.org.au,false,
2023-02-10 17:00:00,Australia,South Australia,AU-SA,106.78,149.2,71.17,71.17,opennem.org.au,false,
2023-02-10 18:00:00,Australia,South Australia,AU-SA,95.86,135.1,74.09,74.09,opennem.org.au,false,
2023-02-10 19:00:00,Australia,South Australia,AU-SA,92.39,130.61,75.03,75.03,opennem.org.au,false,
2023-02-10 20:00:00,Australia,South Australia,AU-SA,72.22,103.42,81.18,81.18,opennem.org.au,false,
2023-02-10 21:00:00,Australia,South Australia,AU-SA,47.75,75.06,87.54,87.54,opennem.org.au,false,
2023-02-10 22:00:00,Australia,South Australia,AU-SA,48.05,78.1,89.63,89.63,opennem.org.au,false,
2023-02-10 23:00:00,Australia,South Australia,AU-SA,50.21,82.34,89.95,89.95,opennem.org.au,false,
2023-02-11 00:00:00,Australia,South Australia,AU-SA,18.0,50.65,95.13,95.13,opennem.org.au,false,
2023-02-11 01:00:00,Australia,South Australia,AU-SA,15.47,50.36,95.84,95.84,opennem.org.au,false,
2023-02-11 02:00:00,Australia,South Australia,AU-SA,15.13,52.18,95.99,95.99,opennem.org.au,false,
2023-02-11 03:00:00,Australia,South Australia,AU-SA,14.37,52.4,96.12,96.12,opennem.org.au,false,
2023-02-11 04:00:00,Australia,South Australia,AU-SA,14.48,52.31,96.09,96.09,opennem.org.au,false,
2023-02-11 05:00:00,Australia,South Australia,AU-SA,14.29,50.26,96.14,96.14,opennem.org.au,false,
2023-02-11 06:00:00,Australia,South Australia,AU-SA,14.37,47.4,96.12,96.12,opennem.org.au,false,
2023-02-11 07:00:00,Australia,South Australia,AU-SA,15.57,45.11,96.1,96.1,opennem.org.au,false,
2023-02-11 08:00:00,Australia,South Australia,AU-SA,15.58,40.61,95.79,95.79,opennem.org.au,false,
2023-02-11 09:00:00,Australia,South Australia,AU-SA,35.28,56.35,92.35,92.35,opennem.org.au,false,
2023-02-11 10:00:00,Australia,South Australia,AU-SA,78.36,99.81,86.79,86.79,opennem.org.au,false,
2023-02-11 11:00:00,Australia,South Australia,AU-SA,109.55,132.14,83.24,83.24,opennem.org.au,false,
2023-02-11 12:00:00,Australia,South Australia,AU-SA,136.11,160.94,79.25,79.25,opennem.org.au,false,
2023-02-11 13:00:00,Australia,South Australia,AU-SA,173.8,201.06,74.26,74.26,opennem.org.au,false,
2023-02-11 14:00:00,Australia,South Australia,AU-SA,234.85,265.89,66.36,66.36,opennem.org.au,false,
2023-02-11 15:00:00,Australia,South Australia,AU-SA,205.96,235.46,69.9,69.9,opennem.org.au,false,
2023-02-11 16:00:00,Australia,South Australia,AU-SA,188.82,217.53,71.89,71.89,opennem.org.au,false,
2023-02-11 17:00:00,Australia,South Australia,AU-SA,195.14,224.3,71.01,71.01,opennem.org.au,false,
2023-02-11 18:00:00,Australia,South Australia,AU-SA,224.91,256.03,67.14,67.14,opennem.org.au,false,
2023-02-11 19:00:00,Australia,South Australia,AU-SA,247.36,279.94,64.16,64.16,opennem.org.au,false,
2023-02-11 20:00:00,Australia,South Australia,AU-SA,250.95,284.25,63.67,63.67,opennem.org.au,false,
2023-02-11 21:00:00,Australia,South Australia,AU-SA,173.16,208.32,73.79,73.79,opennem.org.au,false,
2023-02-11 22:00:00,Australia,South Australia,AU-SA,56.05,93.12,89.39,89.39,opennem.org.au,false,
2023-02-11 23:00:00,Australia,South Australia,AU-SA,30.18,68.86,92.97,92.97,opennem.org.au,false,
2023-02-12 00:00:00,Australia,South Australia,AU-SA,21.1,62.21,94.53,94.53,opennem.org.au,false,
2023-02-12 01:00:00,Australia,South Australia,AU-SA,24.06,68.58,94.3,94.3,opennem.org.au,false,
2023-02-12 02:00:00,Australia,South Australia,AU-SA,16.52,59.69,95.53,95.53,opennem.org.au,false,
2023-02-12 03:00:00,Australia,South Australia,AU-SA,16.52,60.32,95.53,95.53,opennem.org.au,false,
2023-02-12 04:00:00,Australia,South Australia,AU-SA,15.96,58.16,95.69,95.69,opennem.org.au,false,
2023-02-12 05:00:00,Australia,South Australia,AU-SA,15.02,53.95,95.94,95.94,opennem.org.au,false,
2023-02-12 06:00:00,Australia,South Australia,AU-SA,14.99,50.71,95.99,95.99,opennem.org.au,false,
2023-02-12 07:00:00,Australia,South Australia,AU-SA,16.09,49.07,95.67,95.67,opennem.org.au,false,
2023-02-12 08:00:00,Australia,South Australia,AU-SA,63.54,93.32,89.16,89.16,opennem.org.au,false,
2023-02-12 09:00:00,Australia,South Australia,AU-SA,126.74,153.86,80.78,80.78,opennem.org.au,false,
2023-02-12 10:00:00,Australia,South Australia,AU-SA,153.13,185.8,73.26,73.26,opennem.org.au,false,
2023-02-12 11:00:00,Australia,South Australia,AU-SA,122.47,155.22,75.79,75.79,opennem.org.au,false,
2023-02-12 12:00:00,Australia,South Australia,AU-SA,133.02,168.87,72.89,72.89,opennem.org.au,false,
2023-02-12 13:00:00,Australia,South Australia,AU-SA,131.49,168.4,72.35,72.35,opennem.org.au,false,
2023-02-12 14:00:00,Australia,South Australia,AU-SA,156.9,194.41,69.62,69.62,opennem.org.au,false,
2023-02-12 15:00:00,Australia,South Australia,AU-SA,175.44,214.2,67.08,67.08,opennem.org.au,false,
2023-02-12 16:00:00,Australia,South Australia,AU-SA,195.01,234.74,64.64,64.64,opennem.org.au,false,
2023-02-12 17:00:00,Australia,South Australia,AU-SA,163.81,201.43,68.83,68.83,opennem.org.au,false,
2023-02-12 18:00:00,Australia,South Australia,AU-SA,120.35,154.75,74.78,74.78,opennem.org.au,false,
2023-02-12 19:00:00,Australia,South Australia,AU-SA,97.23,130.45,77.75,77.75,opennem.org.au,false,
2023-02-12 20:00:00,Australia,South Australia,AU-SA,113.95,147.85,76.04,76.04,opennem.org.au,false,
2023-02-12 21:00:00,Australia,South Australia,AU-SA,108.09,144.01,78.3,78.3,opennem.org.au,false,
2023-02-12 22:00:00,Australia,South Australia,AU-SA,39.79,75.06,90.75,90.75,opennem.org.au,false,
2023-02-12 23:00:00,Australia,South Australia,AU-SA,16.66,53.15,95.55,95.55,opennem.org.au,false,
2023-02-13 00:00:00,Australia,South Australia,AU-SA,15.53,56.42,95.9,95.9,opennem.org.au,false,
2023-02-13 01:00:00,Australia,South Australia,AU-SA,15.73,59.55,95.98,95.98,opennem.org.au,false,
2023-02-13 02:00:00,Australia,South Australia,AU-SA,14.4,59.07,96.11,96.11,opennem.org.au,false,
2023-02-13 03:00:00,Australia,South Australia,AU-SA,13.59,57.07,96.33,96.33,opennem.org.au,false,
2023-02-13 04:00:00,Australia,South Australia,AU-SA,13.48,56.23,96.36,96.36,opennem.org.au,false,
2023-02-13 05:00:00,Australia,South Australia,AU-SA,13.28,54.31,96.41,96.41,opennem.org.au,false,
2023-02-13 06:00:00,Australia,South Australia,AU-SA,13.47,51.33,96.36,96.36,opennem.org.au,false,
2023-02-13 07:00:00,Australia,South Australia,AU-SA,13.67,47.25,96.31,96.31,opennem.org.au,false,
2023-02-13 08:00:00,Australia,South Australia,AU-SA,40.62,74.43,89.17,89.17,opennem.org.au,false,
2023-02-13 09:00:00,Australia,South Australia,AU-SA,64.06,94.2,84.08,84.08,opennem.org.au,false,
2023-02-13 10:00:00,Australia,South Australia,AU-SA,104.68,136.18,78.18,78.18,opennem.org.au,false,
2023-02-13 11:00:00,Australia,South Australia,AU-SA,78.5,108.76,81.21,81.21,opennem.org.au,false,
2023-02-13 12:00:00,Australia,South Australia,AU-SA,60.55,89.36,83.66,83.66,opennem.org.au,false,
2023-02-13 13:00:00,Australia,South Australia,AU-SA,56.92,84.69,84.62,84.62,opennem.org.au,false,
2023-02-13 14:00:00,Australia,South Australia,AU-SA,63.27,92.66,83.05,83.05,opennem.org.au,false,
2023-02-13 15:00:00,Australia,South Australia,AU-SA,63.65,93.4,82.8,82.8,opennem.org.au,false,
2023-02-13 16:00:00,Australia,South Australia,AU-SA,61.58,90.72,83.36,83.36,opennem.org.au,false,
2023-02-13 17:00:00,Australia,South Australia,AU-SA,64.5,94.5,82.57,82.57,opennem.org.au,false,
2023-02-13 18:00:00,Australia,South Australia,AU-SA,74.32,107.02,80.04,80.04,opennem.org.au,false,
2023-02-13 19:00:00,Australia,South Australia,AU-SA,81.29,114.31,79.29,79.29,opennem.org.au,false,
2023-02-13 20:00:00,Australia,South Australia,AU-SA,89.83,125.62,77.1,77.1,opennem.org.au,false,
2023-02-13 21:00:00,Australia,South Australia,AU-SA,62.56,95.13,83.9,83.9,opennem.org.au,false,
2023-02-13 22:00:00,Australia,South Australia,AU-SA,27.19,60.33,92.65,92.65,opennem.org.au,false,
2023-02-13 23:00:00,Australia,South Australia,AU-SA,16.52,52.73,95.54,95.54,opennem.org.au,false,
2023-02-14 00:00:00,Australia,South Australia,AU-SA,15.62,57.3,95.78,95.78,opennem.org.au,false,
2023-02-14 01:00:00,Australia,South Australia,AU-SA,15.17,60.01,95.9,95.9,opennem.org.au,false,
2023-02-14 02:00:00,Australia,South Australia,AU-SA,15.18,61.99,95.9,95.9,opennem.org.au,false,
2023-02-14 03:00:00,Australia,South Australia,AU-SA,15.03,61.93,95.94,95.94,opennem.org.au,false,
2023-02-14 04:00:00,Australia,South Australia,AU-SA,15.41,61.75,95.84,95.84,opennem.org.au,false,
2023-02-14 05:00:00,Australia,South Australia,AU-SA,14.37,59.5,96.17,96.17,opennem.org.au,false,
2023-02-14 06:00:00,Australia,South Australia,AU-SA,53.48,102.92,88.06,88.06,opennem.org.au,false,
2023-02-14 07:00:00,Australia,South Australia,AU-SA,134.89,191.24,72.8,72.8,opennem.org.au,false,
2023-02-14 08:00:00,Australia,South Australia,AU-SA,226.59,289.66,54.88,54.88,opennem.org.au,false,
2023-02-14 09:00:00,Australia,South Australia,AU-SA,288.5,351.21,44.24,44.24,opennem.org.au,false,
2023-02-14 10:00:00,Australia,South Australia,AU-SA,264.6,325.16,46.25,46.25,opennem.org.au,false,
2023-02-14 11:00:00,Australia,South Australia,AU-SA,208.44,262.36,54.95,54.95,opennem.org.au,false,
2023-02-14 12:00:00,Australia,South Australia,AU-SA,188.77,238.48,59.2,59.2,opennem.org.au,false,
2023-02-14 13:00:00,Australia,South Australia,AU-SA,149.05,196.52,64.22,64.22,opennem.org.au,false,
2023-02-14 14:00:00,Australia,South Australia,AU-SA,117.78,161.57,69.33,69.33,opennem.org.au,false,
2023-02-14 15:00:00,Australia,South Australia,AU-SA,91.63,127.3,76.65,76.65,opennem.org.au,false,
2023-02-14 16:00:00,Australia,South Australia,AU-SA,61.67,90.83,83.33,83.33,opennem.org.au,false,
2023-02-14 17:00:00,Australia,South Australia,AU-SA,63.76,93.25,83.0,83.0,opennem.org.au,false,
2023-02-14 18:00:00,Australia,South Australia,AU-SA,63.08,92.63,82.97,82.97,opennem.org.au,false,
2023-02-14 19:00:00,Australia,South Australia,AU-SA,71.0,102.85,80.86,80.86,opennem.org.au,false,
2023-02-14 20:00:00,Australia,South Australia,AU-SA,79.2,113.51,78.66,78.66,opennem.org.au,false,
2023-02-14 21:00:00,Australia,South Australia,AU-SA,64.5,98.25,82.67,82.67,opennem.org.au,false,
2023-02-14 22:00:00,Australia,South Australia,AU-SA,25.29,57.22,93.5,93.5,opennem.org.au,false,
2023-02-14 23:00:00,Australia,South Australia,AU-SA,18.89,56.09,95.14,95.14,opennem.org.au,false,
2023-02-15 00:00:00,Australia,South Australia,AU-SA,16.74,58.16,95.68,95.68,opennem.org.au,false,
2023-02-15 01:00:00,Australia,South Australia,AU-SA,20.02,64.18,95.34,95.34,opennem.org.au,false,
2023-02-15 02:00:00,Australia,South Australia,AU-SA,30.72,76.94,93.54,93.54,opennem.org.au,false,
2023-02-15 03:00:00,Australia,South Australia,AU-SA,51.04,102.14,87.89,87.89,opennem.org.au,false,
2023-02-15 04:00:00,Australia,South Australia,AU-SA,81.69,137.76,80.95,80.95,opennem.org.au,false,
2023-02-15 05:00:00,Australia,South Australia,AU-SA,121.45,184.63,71.3,71.3,opennem.org.au,false,
2023-02-15 06:00:00,Australia,South Australia,AU-SA,166.62,234.26,62.57,62.57,opennem.org.au,false,
2023-02-15 07:00:00,Australia,South Australia,AU-SA,219.91,293.95,51.0,51.0,opennem.org.au,false,
2023-02-15 08:00:00,Australia,South Australia,AU-SA,287.75,373.7,35.72,35.72,opennem.org.au,false,
2023-02-15 09:00:00,Australia,South Australia,AU-SA,356.13,456.23,19.17,19.17,opennem.org.au,false,
2023-02-15 10:00:00,Australia,South Australia,AU-SA,370.17,462.08,19.42,19.42,opennem.org.au,false,
2023-02-15 11:00:00,Australia,South Australia,AU-SA,380.1,464.66,20.98,20.98,opennem.org.au,false,
2023-02-15 12:00:00,Australia,South Australia,AU-SA,361.6,437.19,28.01,28.01,opennem.org.au,false,
2023-02-15 13:00:00,Australia,South Australia,AU-SA,333.54,403.86,33.73,33.73,opennem.org.au,false,
2023-02-15 14:00:00,Australia,South Australia,AU-SA,307.28,366.93,42.47,42.47,opennem.org.au,false,
2023-02-15 15:00:00,Australia,South Australia,AU-SA,277.26,333.01,47.4,47.4,opennem.org.au,false,
2023-02-15 16:00:00,Australia,South Australia,AU-SA,244.24,288.79,57.16,57.16,opennem.org.au,false,
2023-02-15 17:00:00,Australia,South Australia,AU-SA,195.92,234.81,65.05,65.05,opennem.org.au,false,
2023-02-15 18:00:00,Australia,South Australia,AU-SA,165.05,201.92,69.13,69.13,opennem.org.au,false,
2023-02-15 19:00:00,Australia,South Australia,AU-SA,161.68,200.29,68.42,68.42,opennem.org.au,false,
2023-02-15 20:00:00,Australia,South Australia,AU-SA,178.62,218.73,66.17,66.17,opennem.org.au,false,
2023-02-15 21:00:00,Australia,South Australia,AU-SA,150.88,189.53,72.0,72.0,opennem.org.au,false,
2023-02-15 22:00:00,Australia,South Australia,AU-SA,123.84,166.57,76.54,76.54,opennem.org.au,false,
2023-02-15 23:00:00,Australia,South Australia,AU-SA,51.27,91.11,88.46,88.46,opennem.org.au,false,
2023-02-16 00:00:00,Australia,South Australia,AU-SA,33.49,71.76,91.3,91.3,opennem.org.au,false,
2023-02-16 01:00:00,Australia,South Australia,AU-SA,52.97,97.98,85.73,85.73,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-02-16 02:00:00,Australia,South Australia,AU-SA,72.38,123.67,80.44,80.44,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-02-16 03:00:00,Australia,South Australia,AU-SA,94.23,151.38,75.13,75.13,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-02-16 04:00:00,Australia,South Australia,AU-SA,121.17,180.44,71.19,71.19,Electricity Maps Estimation; opennem.org.au,false,
2023-02-16 05:00:00,Australia,South Australia,AU-SA,178.13,251.02,56.9,56.9,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-02-16 06:00:00,Australia,South Australia,AU-SA,219.05,304.37,44.91,44.91,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-02-16 07:00:00,Australia,South Australia,AU-SA,271.24,365.53,33.56,33.56,opennem.org.au,false,
2023-02-16 08:00:00,Australia,South Australia,AU-SA,320.47,422.61,22.94,22.94,opennem.org.au,false,
2023-02-16 09:00:00,Australia,South Australia,AU-SA,346.29,449.71,18.36,18.36,opennem.org.au,false,
2023-02-16 10:00:00,Australia,South Australia,AU-SA,345.85,444.81,19.56,19.56,opennem.org.au,false,
2023-02-16 11:00:00,Australia,South Australia,AU-SA,319.67,399.3,29.61,29.61,opennem.org.au,false,
2023-02-16 12:00:00,Australia,South Australia,AU-SA,297.53,368.49,36.54,36.54,opennem.org.au,false,
2023-02-16 13:00:00,Australia,South Australia,AU-SA,281.67,349.41,39.85,39.85,opennem.org.au,false,
2023-02-16 14:00:00,Australia,South Australia,AU-SA,323.88,393.24,34.94,34.94,opennem.org.au,false,
2023-02-16 15:00:00,Australia,South Australia,AU-SA,333.43,396.84,37.62,37.62,opennem.org.au,false,
2023-02-16 16:00:00,Australia,South Australia,AU-SA,307.65,369.1,41.11,41.11,opennem.org.au,false,
2023-02-16 17:00:00,Australia,South Australia,AU-SA,272.91,333.76,44.68,44.68,opennem.org.au,false,
2023-02-16 18:00:00,Australia,South Australia,AU-SA,298.74,361.96,40.86,40.86,opennem.org.au,false,
2023-02-16 19:00:00,Australia,South Australia,AU-SA,324.24,391.92,35.86,35.86,opennem.org.au,false,
2023-02-16 20:00:00,Australia,South Australia,AU-SA,307.9,375.48,37.69,37.69,opennem.org.au,false,
2023-02-16 21:00:00,Australia,South Australia,AU-SA,298.99,370.09,38.39,38.39,opennem.org.au,false,
2023-02-16 22:00:00,Australia,South Australia,AU-SA,219.51,281.54,56.07,56.07,opennem.org.au,false,
2023-02-16 23:00:00,Australia,South Australia,AU-SA,139.44,192.27,74.21,74.21,opennem.org.au,false,
2023-02-17 00:00:00,Australia,South Australia,AU-SA,67.67,119.14,84.64,84.64,opennem.org.au,false,
2023-02-17 01:00:00,Australia,South Australia,AU-SA,36.81,84.79,90.09,90.09,opennem.org.au,false,
2023-02-17 02:00:00,Australia,South Australia,AU-SA,28.19,73.58,92.38,92.38,opennem.org.au,false,
2023-02-17 03:00:00,Australia,South Australia,AU-SA,27.25,71.36,92.95,92.95,opennem.org.au,false,
2023-02-17 04:00:00,Australia,South Australia,AU-SA,24.74,68.18,93.31,93.31,opennem.org.au,false,
2023-02-17 05:00:00,Australia,South Australia,AU-SA,31.76,75.34,91.42,91.42,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-02-17 06:00:00,Australia,South Australia,AU-SA,39.09,82.86,89.44,89.44,opennem.org.au,false,
2023-02-17 07:00:00,Australia,South Australia,AU-SA,85.76,137.61,77.47,77.47,opennem.org.au,false,
2023-02-17 08:00:00,Australia,South Australia,AU-SA,136.02,192.4,65.8,65.8,opennem.org.au,false,
2023-02-17 09:00:00,Australia,South Australia,AU-SA,215.7,274.65,52.56,52.56,opennem.org.au,false,
2023-02-17 10:00:00,Australia,South Australia,AU-SA,230.51,289.37,50.19,50.19,opennem.org.au,false,
